id,sourceFile,sourceType,section,domain,skill,difficulty,questionType,correctAnswer,reviewStatus,visibility,publicationStatus,contentAuditVersion,contentAuditVerdict,promptWords,severity,issues,warnings,governance,topicKey,skeletonKey
antigravity-7e6d9158,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Words in Context,Hard,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,38,pass,,,private_family_only,conversation,the ambassador v response to the allegations was carefully neither confirming nor denying the accusations but instead redirecting the conversation to unrelated trade agreements whi
antigravity-669a7e34,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Words in Context,Hard,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,45,pass,,,private_family_only,generalizations,while the journalist v early articles were praised for their incisive analysis her later work became increasingly relying on broad generalizations rather than the meticulous resear
antigravity-e782a31a,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Words in Context,Easy,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,39,pass,,,private_family_only,underground,the ancient manuscript was remarkably despite being buried underground for over v millennium the ink remained legible and the parchment was almost entirely undamaged which choice c
antigravity-d31b950e,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Words in Context,Hard,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,38,pass,,,private_family_only,independent,the scientist v hypothesis once considered by the mainstream academic community has since been vindicated by three independent studies that replicated her original findings which c
antigravity-d85c59c1,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,55,pass,,,private_family_only,passage,the passage begins by describing the widespread public enthusiasm for v revolutionary new drug then shifts to v detailed analysis of the clinical trial data that revealed severe pr
antigravity-3478c467,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,54,pass,,,private_family_only,anecdote,the author opens the essay with v vivid personal anecdote about getting lost in v foreign city she then uses this experience as v springboard to discuss the psychological concept o
antigravity-7f6f4ee3,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,50,pass,,,private_family_only,paragraph,the first paragraph of the article describes the remarkable engineering of ancient roman aqueducts the second paragraph details how v modern city v aging water infrastructure is fa
antigravity-a4e3859a,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Text Structure and Purpose,Hard,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,54,pass,,,private_family_only,hypotheses,v scientific paper presents three competing hypotheses for the extinction of v particular dinosaur species the paper systematically evaluates the evidence for each hypothesis ident
antigravity-f440bc8b,antigravity-bank.json,antigravity,Reading and Writing,Craft and Structure,Text Structure and Purpose,Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,51,pass,,,private_family_only,statistics,the editorial begins with v series of alarming statistics about childhood obesity rates it then describes several school lunch programs that have successfully reduced these rates b
antigravity-237be1cc,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,40,pass,,,private_family_only,demonstrated,the experiment demonstrated that the new drug reduced symptoms of the disease by # in the test group the control group which received v placebo showed no significant change which c
antigravity-96be7935,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,41,pass,,,private_family_only,unanimously,the committee initially rejected the proposal due to its high cost after receiving new data showing the project would generate revenue within three years they voted unanimously to 
antigravity-79a5ca91,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,43,pass,,,private_family_only,archaeological,the archaeological evidence strongly suggests that the settlement was abandoned rapidly rather than gradually cooking pots were found still containing charred remnants of meals and
antigravity-fc992ad9,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,43,pass,,,private_family_only,effective,the vaccine was proven to be # effective against the original strain of the virus it was only # effective against the newer mutated variant prompting researchers to develop v boost
antigravity-9681c236,antigravity-bank.json,antigravity,Reading and Writing,Expression of Ideas,Transitions,Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,40,pass,,,private_family_only,restoration,the initial phase of the restoration project focused on repairing the building v crumbling facade the second phase will address the interior including the replacement of the origin
antigravity-dba83194,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in one variable,Hard,multiple_choice,B,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,25,pass,,,private_family_only,solution,v chemist has # ml of v # acid solution how many ml of pure acid must be added to create v # acid solution
antigravity-51150222,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in one variable,Medium,student_produced_response,4,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,34,pass,,,private_family_only,travels,two trains leave from the same station traveling in opposite directions train v travels at # mph and train v travels at # mph after how many hours will they be # miles apart
antigravity-cbca1565,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,31,pass,,,private_family_only,father,v father is currently # times as old as his son in # years the father will be exactly twice as old as his son how old is the son now
antigravity-e3e55f68,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in one variable,Hard,student_produced_response,25,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,24,warning,,weak_or_missing_distractor_explanations,private_family_only,contains,v piggy bank contains only nickels and dimes there are # coins total worth # how many dimes are in the piggy bank
antigravity-bbf306fa,antigravity-bank.json,antigravity,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,38,pass,,,private_family_only,electrician,an electrician charges v # service fee plus # per hour of labor v plumber charges v # service fee plus # per hour after how many hours of labor will the plumber v total charge exce
antigravity-340a2b95,antigravity-bank.json,antigravity,Math,Algebra,Linear functions,Easy,multiple_choice,A,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,32,pass,,,private_family_only,driven,v rental car company charges v flat fee of # plus # per mile driven which of the following represents the total cost v as v function of miles driven v
antigravity-4958244c,antigravity-bank.json,antigravity,Math,Algebra,Linear functions,Easy,student_produced_response,3000,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,32,pass,,,private_family_only,depreciation,the value of v new car decreases linearly over time its value is # at year # and # at year # what is the rate of depreciation per year
antigravity-a6e4c950,antigravity-bank.json,antigravity,Math,Algebra,Linear functions,Medium,multiple_choice,C,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,30,pass,,,private_family_only,through,v line passes through the points # # and # # which of the following equations represents v line that is perpendicular to this line and passes through the origin
antigravity-0db1034f,antigravity-bank.json,antigravity,Math,Algebra,Linear functions,Easy,multiple_choice,D,reviewed,private_family,private_reviewed,unified-strict-1600-review-2026-05-18,pass,33,pass,,,private_family_only,intercept,v company v revenue can be modeled by the function v v #v # where v is the number of units sold what does the v intercept # most likely represent in this context
