id,sourceFile,sourceIndex,sourceType,section,domain,skill,difficulty,questionType,practicePool,priority,reason,severity,issues,warnings,depthFlags,explanationWords,correctExplanationWords,distractorExplanationCount,topicKey
random_id_c1,opensat-pinesat.json,2195,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,123,75,3,larger
random_id_c8,opensat-pinesat.json,1499,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,123,75,3,circumference
627f145a,opensat-pinesat.json,1481,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,125,77,3,central
random_id_1,opensat-pinesat.json,1735,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,125,77,3,
21f24749,opensat-pinesat.json,2083,opensat,Math,Geometry and Trigonometry,Right triangles and trigonometry,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,126,78,3,figure
32d85d4f,opensat-pinesat.json,1914,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,126,78,3,
899b8d7b,opensat-pinesat.json,2278,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,127,79,3,
random_id_a3,opensat-pinesat.json,1684,opensat,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,127,79,3,containing
random_id_c4,opensat-pinesat.json,2161,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,127,79,3,circumference
4353498f,opensat-pinesat.json,1577,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,128,80,3,oranges
789054fe,opensat-pinesat.json,2428,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,128,80,3,center
3894c42a,opensat-pinesat.json,2077,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,130,82,3,oranges
random_id_d6,opensat-pinesat.json,1837,opensat,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,130,82,3,altitude
c789f218,opensat-pinesat.json,2301,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,131,83,3,
random_id_e9,opensat-pinesat.json,1819,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,131,83,3,circumference
83a1729c,opensat-pinesat.json,2202,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,134,86,3,measure
9f6f8f8f,opensat-pinesat.json,1446,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,134,86,3,bananas
d759b3ad,opensat-pinesat.json,1569,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,134,86,3,
random_id_c8,opensat-pinesat.json,2333,opensat,Math,Geometry and Trigonometry,Right triangles and trigonometry,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,134,86,3,hypotenuse
4a85fea6,opensat-pinesat.json,1802,opensat,Math,Advanced Math,Equivalent expressions,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,136,88,3,
9110c120,opensat-pinesat.json,2243,opensat,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,136,88,3,statements
random_id_a8,opensat-pinesat.json,1609,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,136,88,3,possible
a9012a34,opensat-pinesat.json,1661,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,137,89,3,center
c41b7f94,opensat-pinesat.json,1520,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,137,89,3,
random_id_c4,opensat-pinesat.json,1838,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,137,89,3,
random_id_c10,opensat-pinesat.json,1558,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,138,90,3,
random_id_d8,opensat-pinesat.json,2390,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,138,90,3,oranges
4793902d,opensat-pinesat.json,1908,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,139,91,3,distance
a3d8c31d,opensat-pinesat.json,2361,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,140,92,3,
random_id_b10,opensat-pinesat.json,2012,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,140,92,3,
random_id_12,opensat-pinesat.json,1857,opensat,Math,Problem-Solving and Data Analysis,"Ratios, rates, proportional relationships, and units",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,141,93,3,chocolate
9f501aaf,opensat-pinesat.json,1487,opensat,Math,Geometry and Trigonometry,Right triangles and trigonometry,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,142,94,3,reasoning
random_id_c1,opensat-pinesat.json,2029,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,145,97,3,oranges
random_id_d5,opensat-pinesat.json,1703,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,145,97,3,radius
random_id_c3,opensat-pinesat.json,2085,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,146,98,3,
random_id_c8,opensat-pinesat.json,1528,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,146,98,3,students
42367894,opensat-pinesat.json,2232,opensat,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,147,99,3,length
random_id_a8,opensat-pinesat.json,2392,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,147,99,3,oranges
89f638d2,opensat-pinesat.json,1506,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,149,101,3,
random_id_2,opensat-pinesat.json,1682,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,150,102,3,oranges
d02193fb,opensat-pinesat.json,2139,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,152,104,3,
random_id_a5,opensat-pinesat.json,1653,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,153,105,3,conducted
random_id_c3,opensat-pinesat.json,1714,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,153,105,3,basketball
d45a749b,opensat-pinesat.json,1451,opensat,Math,Geometry and Trigonometry,Area and volume,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,154,106,3,quadrilateral
f249d34f,opensat-pinesat.json,1593,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,154,106,3,oranges
random_id_8,opensat-pinesat.json,2069,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,156,108,3,oranges
random_id_c1,opensat-pinesat.json,1780,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,157,109,3,bananas
random_id_c2,opensat-pinesat.json,2245,opensat,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,157,109,3,length
random_id_e4,opensat-pinesat.json,2051,opensat,Math,Geometry and Trigonometry,Right triangles and trigonometry,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,157,109,3,hypotenuse
4f8a7902,opensat-pinesat.json,1632,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,158,110,3,basketball
random_id_c3,opensat-pinesat.json,1500,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,159,111,3,students
848271a7,opensat-pinesat.json,1832,opensat,Math,Geometry and Trigonometry,Circles,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,161,113,3,center
random_id_24,opensat-pinesat.json,1589,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,163,115,3,surveyed
random_id_a2,opensat-pinesat.json,1576,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,166,118,3,
f84c95a3,opensat-pinesat.json,2264,opensat,Math,Problem-Solving and Data Analysis,One-variable data: distributions and measures of center and spread,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,167,119,3,basketball
f125a218,opensat-pinesat.json,2208,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,169,121,3,constants
random_id_d9,opensat-pinesat.json,2376,opensat,Math,Geometry and Trigonometry,Right triangles and trigonometry,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,169,121,3,hypotenuse
60eb6869,opensat-pinesat.json,2319,opensat,Math,Geometry and Trigonometry,"Lines, angles, and triangles",Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,176,128,3,diagonal
281a4f3b,opensat-pinesat.json,1683,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,177,129,3,relationship
281a4f3b,opensat-pinesat.json,1443,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,178,130,3,relationship
d4e91cb7,opensat-pinesat.json,1803,opensat,Math,Advanced Math,Nonlinear equations in one variable and systems of equations in two variables,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,181,133,3,
random_id_a8,opensat-pinesat.json,1622,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,185,137,3,
f872419e,opensat-pinesat.json,1905,opensat,Math,Algebra,Linear equations in one variable,Medium,multiple_choice,core_pool,P1,generic_distractor_explanation,depth_gap,,,generic_distractor_teaching,189,141,3,
