sourceIndex,id,status,currentDomain,currentSkill,inferredDomain,inferredSkill,difficulty,correctAnswer,correctText,oldCorrectWords,oldCorrectMeetsMinimum,flagCount,flags
229,random_id_c8,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,B,describe the speaker’s feelings and experiences.,47,True,0,
87,random_id_e9,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"Gibson’s vision of cyberspace was a world of interconnected computers, data, and information, and it was also a world that was constantly...",47,True,0,
107,213f547d,needs_metadata_or_quality_review,Information and Ideas,Inferences,Craft and Structure,Words in Context,Medium,A,social injustices,48,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Inferences->Words in Context
748,7239as8f,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Craft and Structure,Words in Context,Medium,B,create a mood of mystery and suspense.,48,True,1,skill_mismatch:Text Structure and Purpose->Words in Context
1248,a34c9d58,safe_to_upgrade,Information and Ideas,Inferences,Information and Ideas,Inferences,Medium,D,encourage the reader to consider the speaker’s perspective.,48,True,0,
797,a444088e,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,D,suggest that the main approach is not the only one.,48,True,0,
737,c486a23b,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Craft and Structure,Words in Context,Medium,B,emphasizing the shared experience of the speaker and the reader.,48,True,2,"domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Form, Structure, and Sense->Words in Context"
408,d95a85bf,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Standard English Conventions,Boundaries,Medium,A,complements,48,True,1,"skill_mismatch:Form, Structure, and Sense->Boundaries"
480,e6645191,safe_to_upgrade,Information and Ideas,Inferences,Information and Ideas,Inferences,Medium,B,highlight the importance of studying both the physical and social aspects of an event.,48,True,0,
76,random_id_a1,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,A,To emphasize the young man′s unique and unusual nature.,48,True,0,
554,random_id_a3,safe_to_upgrade,Information and Ideas,Inferences,Information and Ideas,Inferences,Medium,A,"The researchers were concerned that the drug might have other, unknown side effects.",48,True,0,
231,random_id_a9,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Craft and Structure,Words in Context,Medium,D,the narrator's grandmother's impact on their life.,48,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Central Ideas and Details->Words in Context
1176,random_id_c3,safe_to_upgrade,Craft and Structure,Text Structure and Purpose,Craft and Structure,Text Structure and Purpose,Medium,A,evoke the speaker’s sense of loneliness and despair.,48,True,0,
69,random_id_c9,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Craft and Structure,Words in Context,Medium,C,suggest that the dog is getting used to its new surroundings.,48,True,1,skill_mismatch:Text Structure and Purpose->Words in Context
981,random_id_e1,needs_metadata_or_quality_review,Craft and Structure,Text Structure and Purpose,Craft and Structure,Words in Context,Medium,B,create a sense of rhythm and flow.,48,True,1,skill_mismatch:Text Structure and Purpose->Words in Context
443,random_id_e4,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,D,the main character is trying to understand their own identity.,48,True,0,
379,random_id_e8,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Standard English Conventions,Boundaries,Medium,A,the history of experimental writing.,48,True,2,domain_mismatch:Information and Ideas->Standard English Conventions;skill_mismatch:Central Ideas and Details->Boundaries
151,23d8c11d,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,A,provided the key to understanding the ancient Egyptian language.,49,True,0,
586,34ff582d,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,a comma,49,True,0,
1012,a9176b8c,needs_metadata_or_quality_review,Information and Ideas,Inferences,Information and Ideas,Central Ideas and Details,Medium,A,often try to make unfamiliar situations more familiar and predictable to reduce mental chaos.,49,True,1,skill_mismatch:Inferences->Central Ideas and Details
687,c12ef321,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"The first novel in the _Left Behind_ series, _Left Behind_, was published in 1995 by Tim LaHaye and Jerry B. Jenkins, which was part of a...",49,True,0,
448,e434518e,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Craft and Structure,Text Structure and Purpose,Medium,C,explain how artificial intelligence has evolved and its potential impact on the future,49,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Central Ideas and Details->Text Structure and Purpose
633,e9342c71,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Medium,D,"For example, the aurora borealis is a breathtaking spectacle that is sure to inspire wonder in anyone lucky enough to witness it.",49,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
944,random_id_3,safe_to_upgrade,Expression of Ideas,Rhetorical Synthesis,Expression of Ideas,Rhetorical Synthesis,Medium,C,Soliloquy,49,True,0,
963,random_id_a1,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,create a sense of mystery and wonder.,49,True,0,
758,random_id_a3,safe_to_upgrade,Expression of Ideas,Rhetorical Synthesis,Expression of Ideas,Rhetorical Synthesis,Medium,B,the variety and vibrancy of colors found in nature.,49,True,0,
471,random_id_a6,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,"enthusiasm, but some residents were opposed",49,True,0,
593,random_id_a9,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"Although the family lives in a small and rundown house, they find ways to make it their own; they create a sense of warmth and community...",49,True,0,
869,random_id_b8,needs_metadata_or_quality_review,Standard English Conventions,"Form, Structure, and Sense",Standard English Conventions,Boundaries,Medium,B,that,49,True,1,"skill_mismatch:Form, Structure, and Sense->Boundaries"
556,random_id_c4,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,create a sense of intimacy and connection with the reader.,49,True,0,
721,random_id_c4,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,A,the book is an important work of literature.,49,True,0,
986,random_id_d5,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"“The new park,” the mayor announced, “is going to be the largest in the city.”",49,True,0,
94,2354c22d,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,C,"The scientists measured the height of each fruit tree in both plots, finding that the fruit trees in the plot that was treated with the n...",50,True,0,
262,39642578,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Expression of Ideas,Transitions,Medium,D,"Although she missed them terribly, she was determined not to call her parents.",50,True,2,domain_mismatch:Standard English Conventions->Expression of Ideas;skill_mismatch:Boundaries->Transitions
897,43f5344f,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Information and Ideas,Inferences,Medium,A,the sense of smell can be a powerful trigger for memories and emotions.,50,True,1,skill_mismatch:Central Ideas and Details->Inferences
634,56ac51ee,needs_metadata_or_quality_review,Expression of Ideas,Rhetorical Synthesis,Craft and Structure,Words in Context,Medium,C,explain why the researchers’ findings are not definitive.,50,True,2,domain_mismatch:Expression of Ideas->Craft and Structure;skill_mismatch:Rhetorical Synthesis->Words in Context
636,61a3b21c,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Craft and Structure,Text Structure and Purpose,Medium,B,argue that avoidance is a sign of wisdom.,50,True,2,domain_mismatch:Information and Ideas->Craft and Structure;skill_mismatch:Central Ideas and Details->Text Structure and Purpose
1427,876fc521,safe_to_upgrade,Expression of Ideas,Rhetorical Synthesis,Expression of Ideas,Rhetorical Synthesis,Medium,A,highlight the speaker's desire for privacy and her conflicted feelings about public attention.,50,True,0,
367,b41a9f8a,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,"The novel is set in the Roaring Twenties, which was a period of great economic prosperity and social change in the United States.",50,True,0,
812,f148b5f1,safe_to_upgrade,Craft and Structure,Words in Context,Craft and Structure,Words in Context,Medium,B,highlight the contrast between stimuli that are perceived as harmless and those that seem less benign.,50,True,0,
1014,random_id_a1,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,The study examined the effects of a new type of fertilizer on crop yield; the researchers found that the new fertilizer was more effectiv...,50,True,0,
504,random_id_a2,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,B,A complex sentence,50,True,0,
699,random_id_a4,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,the farms are also dependent on the weather for efficiency.,50,True,0,
396,random_id_a8,needs_metadata_or_quality_review,Information and Ideas,Central Ideas and Details,Information and Ideas,Inferences,Medium,D,She must choose between her belief in the importance of reason and her belief in the importance of sensibility.,50,True,1,skill_mismatch:Central Ideas and Details->Inferences
28,random_id_c3,needs_metadata_or_quality_review,Standard English Conventions,Boundaries,Craft and Structure,Words in Context,Medium,B,and this type of language can help the reader to understand the poet’s ideas and to experience the poem more deeply.,50,True,2,domain_mismatch:Standard English Conventions->Craft and Structure;skill_mismatch:Boundaries->Words in Context
140,random_id_c7,safe_to_upgrade,Information and Ideas,Central Ideas and Details,Information and Ideas,Central Ideas and Details,Medium,C,demonstrate that environmental factors are not the only determinants of traits.,50,True,0,
1147,random_id_e3,safe_to_upgrade,Standard English Conventions,Boundaries,Standard English Conventions,Boundaries,Medium,A,"which suggests that mindfulness can have a positive impact on mental health, offering a way for people to manage the challenges of daily...",50,True,0,
